,Objeto do Contrato,Tipo de Procedimento,Tipo(s) de Contrato,CPV,CPV Tipo ,CPV Designação,CPV Valor,Entidade(s) Adjudicante(s),Entidade(s) Adjudicatária(s),Preço Contratual,Data de Publicação,Data de Celebração do Contrato,Prazo de Execução,Fundamentação,Causa de Extinção do Contrato,Data de Fecho do Contrato,Preço Total Efetivo,Causas das Alterações ao Prazo,Causas das Alterações ao Preço,Estado,N.º registo do Acordo Quadro,Descrição do Acordo Quadro,Procedimento Centralizado,Ligação para Peças do Procedimento,Lista de Fornecedores (cocontratantes),Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE,groupMembers,CPV_VALOR_TRIM,NIF_AJUDICARIO,Nome_tratado
1652,Fornecimento de Eletricidade - Média Tensão e Baixa Tensão Especial,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de bens móveis,09310000-5,Principal,Electricidade,103008.14 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","Iberdrola Clientes Portugal, Unipessoal, Lda.  (502124083)","103.008,14 €",17-01-2017,2016-12-23,365 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1494502,Acordo quadro para o fornecimento de eletricidade em regime de mercado livre para Portugal Continental,False,,False,,,103008.14,502124083,"Iberdrola Clientes Portugal, Unipessoal, Lda (502124083)"
1653,Aquisição de equipamento informático para os auditórios,Ajuste Direto Regime Geral,Aquisição de bens móveis,30230000-0,Principal,Equipamento informático,74200.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Lustrimagem - Serviços e Assistência Técnica, Lda  (508081513)","74.200,00 €",17-01-2017,2016-12-28,30 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,74200.0,508081513,"Lustrimagem - Serviços e Assistência Técnica, Lda  (508081513)"
1654,Aquisição de serviços apoio de 1ª linha à aplicação Prescrição Eletrónica Médica (PEM),Concurso público,Aquisição de serviços,72500000-0,Principal,Serviços relacionados com a informática,74257.92 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Altran Portugal, SA (504272179)","74.257,92 €",17-01-2017,2016-12-27,710 dias,"Artigo 21.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,74257.92,504272179,"AltranPortugal, S.A. (504272179)"
1655,Serviços de dimensionamento e elaboração de modelo conceptual para dialogo concorrencial RIS2020,Ajuste Direto Regime Geral,Aquisição de serviços,79415200-8,Principal,Serviços de consultoria em matéria de concepção,74900.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","LCG - Consultoria, S.A. (509478832)","74.900,00 €",17-01-2017,2016-12-23,1095 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,74900.0,509478832,"LCG ? Consultoria, S.A.  (509478832)"
1656,Aquisição de combustiveis ,Ajuste Direto Regime Geral,Aquisição de bens móveis,09100000-0,Principal,Combustíveis,12000.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","PETROGAL - PETRÓLEOS DE PORTUGAL, S.A. (500697370)","12.000,00 €",17-01-2017,2016-12-29,365 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,12000.0,500697370,"Petrogal, S.A. (500697370)"
1657,Licenciamento IAM para ambiente Produtivo e Qualidade ,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de bens móveis,48000000-8,Principal,Pacotes de software e sistemas de informação,348600.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Cloudcomputing.PT, Lda. (509381219)","348.600,00 €",16-01-2017,2016-12-30,365 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,610968,Acordo quadro de licenciamento de software e serviços conexos,False,,False,,,348600.0,509381219,"Cloudcomputing.pt, Lda. (509381219)"
1658,Aquisição de infraestrutura para instalação IAM ,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de bens móveis,30200000-1,Principal,Equipamento e material informático,99000.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","IDW – Consultoria em serviços de informação, Lda. (504243926)","99.000,00 €",11-01-2017,2016-12-30,30 dias,Artigo 259.º do Código dos Contratos Públicos,Cumprimento integral do contrato,31-12-2016,"99.000,00 €",,,,1196657,Acordo Quadro para aquisição e aluguer operacional de equipamento informático,False,,False,,,99000.0,504243926,"IDW - Consultoria em Serviços de Informação, Lda. (504243926)"
1659,Aquisição de Serviços para Desenvolvimento do Processo de Migração de Dados do Centro Hospitalar e Universitário de Coimbra (CHUC),Ajuste Direto Regime Geral,Aquisição de serviços,72510000-3,Principal,Serviços de gestão relacionados com a informática,74760.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",TIMESTAMP – SISTEMAS DE INFORMAÇÃO S.A. (506360237),"74.760,00 €",06-01-2017,2016-12-27,365 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,27-12-2017,"74.760,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,74760.0,506360237,"Timestamp - Sistemas de Informação, S.A. (506360237)"
1660,Aquisição de serviços de manutenção de purificadores de água ,Ajuste Direto Regime Geral,Aquisição de serviços,51514110-2,Principal,Serviços de instalação de máquinas e aparelhos para filtrar ou depurar água,900.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",PMS (507441443),"900,00 €",05-01-2017,2016-12-28,365 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,31-12-2017,"900,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,900.0,507441443,PMS (507441443)
1661,Aquisição de leitores de smartcard ,Ajuste Direto Regime Geral,Aquisição de bens móveis,30232000-4,Principal,Equipamento periférico,9870.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","EDNI - Empresa Distribuidora de Material Informático, Lda. (503258121)","9.870,00 €",05-01-2017,2016-12-30,30 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,30-12-2016,"9.870,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,9870.0,503258121,"EDNI, Lda. (503258121)"
1662,Aquisição de monitores ,Ajuste Direto Regime Geral,Aquisição de bens móveis,30232000-4,Principal,Equipamento periférico,9999.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",EXITUS (509117660),"9.999,00 €",05-01-2017,2016-12-30,30 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,30-12-2016,"9.999,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,9999.0,509117660,"Exitus, Soluções Tecnológicas, Lda. (509117660)"
1663,Aquisição de manutenção de licenciamento de software de arquitetura de sistema de informação EAMS,Ajuste Direto Regime Geral,Aquisição de serviços,72500000-0,Principal,Serviços relacionados com a informática,9950.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)",LINK CONSULTING (504551221),"9.950,00 €",05-01-2017,2016-12-30,365 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,31-12-2017,"9.950,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,9950.0,504551221,"Link Consulting - Técnologias de Informação, S.A. (504551221)"
1664,Aquisição de equipamento informático para a DCRP,Ajuste Direto Regime Geral,Aquisição de bens móveis,30200000-1,Principal,Equipamento e material informático,6611.54 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","TCSI - Digibéria Tecnologias de Informação, S. A. (502670355)","6.611,54 €",05-01-2017,2016-12-29,30 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,31-12-2016,"6.611,54 €",,,,Não aplicável.,Não aplicável.,False,,False,,,6611.54,502670355,"TCSI Digibéria - Tecnologias de Informação, S.A. (502670355)"
1665,Aquisição de papel ,Ajuste Direto Regime Geral,Aquisição de bens móveis,30199000-0,Principal,Artigos de papelaria e outros artigos de papel,4986.83 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","OHMTecnicca-Representações de marcas, Lda (504059521)","4.986,83 €",05-01-2017,2016-11-25,365 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,4986.83,504059521,"OHMTECNICA, LDA (504059521)"
1666,Aquisição de serviços de apoio à equipa de manutenção do SIGLIC para implementação do ICD10 ,Ajuste Direto Regime Geral,Aquisição de serviços,72500000-0,Principal,Serviços relacionados com a informática,9000.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","CGITI Portugal, S.A. (502605731)","9.000,00 €",04-01-2017,2016-12-28,3 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,31-12-2016,"9.000,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,9000.0,502605731,"CGITI PORTUGAL, SA (502605731)"
1667,AQUISIÇÃO DE CÂMARAS DE VIDEO PARA O PROJETO DA TELEMEDICINA ,Ajuste Direto Regime Geral,Aquisição de bens móveis,32333200-8,Principal,Câmaras de vídeo,9899.38 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","ITEN SOLUTIONS - SISTEMAS DE INFORMAÇÃO, S.A. (510728189)","9.899,38 €",04-01-2017,2016-12-27,60 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,31-12-2016,"9.899,38 €",,,,Não aplicável.,Não aplicável.,False,,False,,,9899.38,510728189,"CLARANET II SOLUTIONS, S.A. (510728189)"
1668,Aquisição de Acessórios de Equipamento Informático ,Ajuste Direto Regime Geral,Aquisição de bens móveis,30232000-4,Principal,Equipamento periférico,14534.4 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)",INFORMÁTICA EL CORTE INGLÊS (980079659),"14.534,40 €",04-01-2017,2016-12-20,60 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,21-01-2017,"14.534,40 €",,,,Não aplicável.,Não aplicável.,False,,False,,,14534.4,980079659,"Informática El corte Inglês, SA (980079659)"
1669,"Aquisição de Serviços de Gestão d Mudança e Formação da Aplicação Sonho V2 nas Instituições HUC, HLA e HSEIT ",Ajuste Direto Regime Geral,Aquisição de serviços,72500000-0,Principal,Serviços relacionados com a informática,74875.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)",Win Trust Lda  (507673263),"74.875,00 €",04-01-2017,2016-12-20,365 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,20-12-2017,"74.875,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,74875.0,507673263,Win Trust Lda  (507673263)
1670,Aquisição de Serviços de Levantamento de Informação sobre os Sites do SNS,Ajuste Direto Regime Geral,Aquisição de serviços,72316000-3,Principal,Serviços de análise de dados,9000.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","GFI PORTUGAL – TECNOLOGIAS DE INFORMAÇÃO, S.A. (502726890)","9.000,00 €",04-01-2017,2016-12-28,60 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,31-12-2016,"9.000,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,9000.0,502726890,"Inetum Tech Portugal, S.A, (502726890)"
1671,Aquisição de serviços de desinfestação,Ajuste Direto Regime Geral,Aquisição de serviços,90900000-6,Principal,Serviços de limpeza e saneamento,632.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)",Anticimex (501863087),"632,00 €",04-01-2017,2016-12-23,365 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,632.0,501863087,Anticimex (501863087)
1672,Aquisição de serviços de Consultoria para Unidades Temáticas e de Teleformação do Centro Nacional de TeleSaúde ,Ajuste Direto Regime Geral,Outros Tipos (Concessão de exploração de bens do domínio público),79411100-9,Principal,Serviços de consultoria no desenvolvimento de empresas,74990.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","Emst & Young, S.A. (500912645)","74.990,00 €",02-01-2017,2016-12-23,90 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,26-03-2017,"74.990,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,74990.0,500912645,Ernst Y Young (500912645)
1673,Aquisição de serviços de Setup do Centro Nacional de TeleSaúde ,Ajuste Direto Regime Geral,Aquisição de serviços,79411000-8,Principal,Serviços gerais de consultoria em matéria de gestão geral,65000.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","Emst & Young, S.A. (500912645)","65.000,00 €",02-01-2017,2016-12-23,60 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,20-01-2017,"65.000,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,65000.0,500912645,Ernst Y Young (500912645)
1674,Licenciamento Symantecn Backup Exe,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de bens móveis,48218000-9,Principal,Pacote de software para gestão de licenças,2921.39 € ,"Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências (600084884), SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",TCSI Digigéria - Tecnologias de informação SA (502670355),"2.921,39 €",30-12-2016,2016-05-27,365 dias,"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,610968,Acordo quadro de licenciamento de software e serviços conexos,True,,False,,,2921.39,502670355,"TCSI Digibéria - Tecnologias de Informação, S.A. (502670355)"
1675,Aquisição de licenciamento de plataformas XEO ,Ajuste Direto Regime Geral,Aquisição de bens móveis,48000000-8,Principal,Pacotes de software e sistemas de informação,6500.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",EXTREME REFLEXION SOLUTIONS LDA (514122757),"6.500,00 €",30-12-2016,2016-12-30,365 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,01-01-2018,"6.500,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,6500.0,514122757,EXTREME REFLEXION SOLUTIONS LDA (514122757)
1676,Licenciamento software Symantec Entreprise Vault,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de bens móveis,48218000-9,Principal,Pacote de software para gestão de licenças,1744.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716), Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências (600084884)",TCSI - Digibéria - Tecnologias de Informação SA (502670355),"1.744,00 €",30-12-2016,2016-05-27,365 dias,"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,610968,Acordo quadro de licenciamento de software e serviços conexos,True,,False,,,1744.0,502670355,"TCSI Digibéria - Tecnologias de Informação, S.A. (502670355)"
1677,Serviços de viagens e alojamento ,Ajuste Direto Regime Geral,Aquisição de serviços,63000000-9,Principal,Serviços anexos e auxiliares dos transportes; serviços de agências de viagens,74000.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","Osíris - Viagens e Turismo, Lda (505259397)","74.000,00 €",29-12-2016,2016-12-20,180 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,20-06-2017,"74.000,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,74000.0,505259397,Osíris - Viagens e Turismo Lda.  (505259397)
1678,Aquisição de serviços de manutenção e reparação dos elevadores ,Ajuste Direto Regime Geral,Aquisição de serviços,50750000-7,Principal,Serviços de manutenção de elevadores,6400.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",Pinto & Cruz (500217904),"6.400,00 €",29-12-2016,2016-11-28,365 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,6400.0,500217904,"Pinto & Cruz, Lda. (500217904)"
1679,Aquisição de Serviços de Desenvolvimento Aplicacional para Registo e Gestão dos Documentos de Habilitação,Ajuste Direto Regime Geral,Outros Tipos (Concessão de exploração de bens do domínio público),72500000-0,Principal,Serviços relacionados com a informática,9980.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","ITEN SOLUTIONS - SISTEMAS DE INFORMAÇÃO, S.A. (510728189)","9.980,00 €",29-12-2016,2016-12-29,32 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",Cumprimento integral do contrato,28-06-2017,"9.980,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,9980.0,510728189,"CLARANET II SOLUTIONS, S.A. (510728189)"
1680,Aquisição de serviços de vigilância e segurança,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de serviços,79710000-4,Principal,Serviços de segurança,112785.84 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","SECURITAS - SERVIÇOS E TECNOLOGIA DE SEGURANÇA, S.A. (500243719)","112.785,84 €",29-12-2016,2016-11-23,365 dias,Artigo 259.º do Código dos Contratos Públicos,Cumprimento integral do contrato,31-12-2017,"112.785,84 €",,,,613183,Acordo quadro para a prestação de serviços de vigilância e segurança,False,,False,,,112785.84,500243719,"Securitas - Serviços e Tecnologia de Segurança, S.A. (500243719)"
